Headline,Summary,Link,Date
HanesBrands Provides Access to Education in Dominican Republic with Annual Back-to-School Program,"For more than 15 years, our back-to-school program in the Dominican Republic has delivered school kits to students between the ages of 3 and 18 years old. School supplies are packaged in a backpack, including notebooks, pencils, erasers and other essentials.",https://www.csrwire.com/press_releases/792066-hanesbrands-provides-access-education-dominican-republic-annual-back-school,01-04-24
3M to Unveil World’s First Self-Charging Protective Communications Headset at CES 2024,"At CES 2024, 3M will debut the world's first self-charging protective communications headset that converts outdoor and indoor light into clean electrical energy. The headset uses a patented solar cell technology called Powerfoyle™ that recharges a built-in lithium-ion battery.",https://www.csrwire.com/press_releases/792061-3m-unveil-worlds-first-self-charging-protective-communications-headset-ces,01-04-24
Duke Energy Florida Reduces Customer Bills Starting January 2024,Duke Energy Florida will reduce customer rates in 2024. The Florida Public Service Commission (FPSC) unanimously approved Duke Energy’s request to lower rates starting in January 2024.,https://www.csrwire.com/press_releases/792056-duke-energy-florida-reduces-customer-bills-starting-january-2024,01-04-24
How Disclosures and Regulations Will Affect Sustainability Communication in 2024,"Navigating the waters of sustainability reporting disclosures and regulations can be intimidating, to say the least. With various measures set in 2023 to keep companies accountable, there is a lot in store for brands’ impact communication in the upcoming year.",https://www.csrwire.com/press_releases/792041-how-disclosures-and-regulations-will-affect-sustainability-communication-2024,01-04-24
4 EV Technologies To Watch at CES 2024,Keysight will be showcasing groundbreaking emulation technology that is aiding automakers in bringing the next generation of electric vehicles to market.,https://www.csrwire.com/press_releases/792036-4-ev-technologies-watch-ces-2024,01-03-24
Snowball Express Brightens the Holiday Season for Families of Fallen Heroes,"This month, American Airlines partnered with the Gary Sinise Foundation for the annual Snowball Express event that honors those who have lost a loved one while serving in our nation’s military. ",https://www.csrwire.com/press_releases/792031-snowball-express-brightens-holiday-season-families-fallen-heroes,01-03-24
A ‘Beautiful Building for Beautiful People’,"Enbridge was proud to support this BSCS capital campaign with a $500,000 Fueling Futures grant.",https://www.csrwire.com/press_releases/792026-beautiful-building-beautiful-people,01-03-24
Episode 6: Ownership Works & PE Join Forces for Employee Opportunities | The Sustainable Finance Podcast,​The latest episode of The Sustainable Finance Podcast is now live.,https://www.csrwire.com/press_releases/792021-episode-6-ownership-works-pe-join-forces-employee-opportunities-sustainable,01-03-24
"Lenovo Achieves Record-High Workplace Pride Global Benchmark Score, Demonstrating Commitment to LGBTIQ+ Inclusion","Lenovo announced it has received its highest score in the annual Workplace Pride Global Benchmark, a comprehensive assessment of international employers’ LGBTIQ+ policies and practices. Lenovo scored 51.55%, marking a Year-on-Year improvement of 7.5%.",https://www.csrwire.com/press_releases/792016-lenovo-achieves-record-high-workplace-pride-global-benchmark-score,01-03-24
Sensi Graves – Making a Splash in the Swimwear Industry,"Sensi Graves has made a splash in the swimwear industry, not just for her innovative swimwear but for her commitment to empowering women to embrace their own journey of self-belief. Sensi Graves Swim sells sustainable swimwear that women can actually be active in.",https://www.csrwire.com/press_releases/792011-sensi-graves-making-splash-swimwear-industry,01-03-24
Spotlight on Sustainability’s ROI,"This ESG Talk mini-series highlights two episodes featuring Tensie Whelan, director of the NYU Stern Center for Sustainable Business. Part one introduces CSB’s innovative Return on Sustainability Investment—or ROSI—model.",https://www.csrwire.com/press_releases/792001-spotlight-sustainabilitys-roi,01-02-24
COP28: Moving From Promises to Progress,"At the global climate summit, Edison International urges dramatic action and reform to speed construction of emissions-reducing infrastructure.",https://www.csrwire.com/press_releases/791996-cop28-moving-promises-progress,01-02-24
10 New Year’s Resolutions for a Greener 2024,Southern California Edison encourages customers to help reduce carbon emissions for a cleaner new year.,https://www.csrwire.com/press_releases/791991-10-new-years-resolutions-greener-2024,01-02-24
HGA Releases Boosting Equity in the Workplace Report,National interdisciplinary design firm HGA releases new research in the report “Boosting Equity in the Workplace” that offers actionable insights and solutions to enhancing equity in the workplace.,https://www.csrwire.com/press_releases/791986-hga-releases-boosting-equity-workplace-report,12-29-23
"KeyBank Foundation Invests $1,000,000 to Support Several Non-Profit Organizations in Central New York",The KeyBank Foundation is investing a total of $1 million in several non-profit organizations in Central New York to support workforce development and community initiatives.,https://www.csrwire.com/press_releases/791981-keybank-foundation-invests-1000000-support-several-non-profit-organizations,12-29-23
Serving Veteran Business Owners Through Care and Connection,"U.S. Bank and the Veterans Business Outreach Center of the Dakotas are coming together to support veteran business owners, most recently through their first first U.S. Bank-sponsored event in Fargo, North Dakota.",https://www.csrwire.com/press_releases/791976-serving-veteran-business-owners-through-care-and-connection,12-29-23
Nasdaq Governance Solutions and Clients Well-Represented at Corporate Governance Awards,"On November 8, Nasdaq attended the Corporate Governance Awards by Governance Intelligence, formerly known as Corporate Secretary Magazine. ",https://www.csrwire.com/press_releases/791971-nasdaq-governance-solutions-and-clients-well-represented-corporate-governance,12-29-23
Disaster Preparedness Exercises Bring Big Wins to Small Communities,New no-cost trainings are bolstering disaster management capabilities within at-risk communities and providing them the ability to plan for future crises on their own.,https://www.csrwire.com/press_releases/791966-disaster-preparedness-exercises-bring-big-wins-small-communities,12-29-23
How AMD Is Advancing the 30x25 Energy Efficiency Goal in High-Performance Computing and AI ,"In today’s modern world, we have an insatiable appetite for data. As the adoption of artificial intelligence (AI) accelerates and compute-intensive industries seek higher performance, energy demands continue to grow.",https://www.csrwire.com/press_releases/791961-how-amd-advancing-30x25-energy-efficiency-goal-high-performance-computing-and,12-29-23
EPRI and Southern Company Announce Speakers for Electrification 2024,"EPRI and Southern Company recently announced the plenary speakers for the Electrification International Conference & Exposition, scheduled for March 12-14, 2024, in Savannah, Ga. ",https://www.csrwire.com/press_releases/791956-epri-and-southern-company-announce-speakers-electrification-2024,12-29-23
Alibaba’s Freshippo Shows How It Harnesses Tech To Combat Climate Change at COP28,Alibaba Group’s high-tech grocer Freshippo showcased how technology can help farmers harness technology to combat climate change at COP28.,https://www.csrwire.com/press_releases/791946-alibabas-freshippo-shows-how-it-harnesses-tech-combat-climate-change-cop28,12-28-23
Cisco: The Power of Purpose,"Today we released our annual Purpose Report, which reflects and celebrates the past year’s work towards Powering an Inclusive Future for All—the progress we’ve made against our goals, and the people and lives we’ve touched.",https://www.csrwire.com/press_releases/791941-cisco-power-purpose,12-28-23
‘Can Do’ Attitude Needed To Achieve 100 Percent Recycling Rate for All Aluminium Drinks Cans,A 100 percent recycling target by 2050 for the world’s aluminium drinks cans has been set by industry leaders at COP 28.,https://www.csrwire.com/press_releases/791936-can-do-attitude-needed-achieve-100-percent-recycling-rate-all-aluminium,12-28-23
